"ligand_symbol","ligand_ENSG","receptor_symbol","receptor_ENSG"
"GAST","ENSG00000184502","CCKBR","ENSG00000110148"
"GCG","ENSG00000115263","GCGR","ENSG00000288269"
"GCG","ENSG00000115263","GCGR","ENSG00000215644"
"GCG","ENSG00000115263","GLP1R","ENSG00000112164"
"GCG","ENSG00000115263","GLP2R","ENSG00000065325"
"GDF10","ENSG00000266524","ACVR1B","ENSG00000135503"
"GDF11","ENSG00000135414","ACVR1B","ENSG00000135503"
"GDF11","ENSG00000135414","ACVR2A","ENSG00000121989"
"GDF11","ENSG00000135414","ACVR2B","ENSG00000114739"
"GDF2","ENSG00000263761","ACVR1","ENSG00000115170"
"GDF2","ENSG00000263761","ACVR2A","ENSG00000121989"
"GDF2","ENSG00000263761","ACVR2B","ENSG00000114739"
"GDF2","ENSG00000263761","ACVRL1","ENSG00000139567"
"GDF2","ENSG00000263761","BMPR2","ENSG00000204217"
"GDF2","ENSG00000263761","ENG","ENSG00000106991"
"GDF5","ENSG00000125965","ACVR1","ENSG00000115170"
"GDF5","ENSG00000125965","ACVR2A","ENSG00000121989"
"GDF5","ENSG00000125965","ACVR2B","ENSG00000114739"
"GDF5","ENSG00000125965","BMPR1A","ENSG00000107779"
"GDF5","ENSG00000125965","BMPR1B","ENSG00000138696"
"GDF5","ENSG00000125965","BMPR2","ENSG00000204217"
"GDF5","ENSG00000125965","ROR2","ENSG00000169071"
"GDF6","ENSG00000156466","BMPR1A","ENSG00000107779"
"GDF6","ENSG00000156466","BMPR1B","ENSG00000138696"
"GDF6","ENSG00000156466","BMPR2","ENSG00000204217"
"GDF7","ENSG00000143869","ACVR2A","ENSG00000121989"
"GDF7","ENSG00000143869","BMPR1A","ENSG00000107779"
"GDF7","ENSG00000143869","BMPR2","ENSG00000204217"
"GDF9","ENSG00000164404","ACVR2A","ENSG00000121989"
"GDF9","ENSG00000164404","BMPR1A","ENSG00000107779"
"GDF9","ENSG00000164404","BMPR1B","ENSG00000138696"
"GDF9","ENSG00000164404","BMPR2","ENSG00000204217"
"GDF9","ENSG00000164404","FXYD6","ENSG00000137726"
"GDF9","ENSG00000164404","ORAI2","ENSG00000160991"
"GDF9","ENSG00000164404","TGFBR1","ENSG00000106799"
"GDNF","ENSG00000168621","EDNRB","ENSG00000136160"
"GDNF","ENSG00000168621","GFRA1","ENSG00000151892"
"GDNF","ENSG00000168621","GFRA2","ENSG00000168546"
"GDNF","ENSG00000168621","RET","ENSG00000165731"
"GDNF","ENSG00000168621","SLC44A5","ENSG00000137968"
"GH1","ENSG00000259384","GHR","ENSG00000112964"
"GH1","ENSG00000259384","PRLR","ENSG00000113494"
"GH2","ENSG00000136487","GHR","ENSG00000112964"
"GHRH","ENSG00000118702","GHRHR","ENSG00000106128"
"GHRH","ENSG00000118702","VIPR1","ENSG00000114812"
"GHRL","ENSG00000157017","GHRHR","ENSG00000106128"
"GHRL","ENSG00000157017","GHSR","ENSG00000121853"
"GHRL","ENSG00000157017","GPR39","ENSG00000183840"
"GHRL","ENSG00000157017","MLNR","ENSG00000102539"
"GIP","ENSG00000159224","DPP4","ENSG00000197635"
"GIP","ENSG00000159224","GIPR","ENSG00000010310"
"GIP","ENSG00000159224","INSR","ENSG00000171105"
"GNRH1","ENSG00000147437","GNRHR","ENSG00000109163"
"GNRH2","ENSG00000125787","GNRHR","ENSG00000109163"
"GPHA2","ENSG00000149735","TSHR","ENSG00000165409"
"GREM1","ENSG00000166923","KDR","ENSG00000128052"
"GRP","ENSG00000134443","BRS3","ENSG00000102239"
"GRP","ENSG00000134443","GRPR","ENSG00000126010"
"GRP","ENSG00000134443","NMBR","ENSG00000135577"
"GUCA2A","ENSG00000197273","GUCY2C","ENSG00000070019"
"GUCA2B","ENSG00000044012","GUCY2C","ENSG00000070019"
"GUCA2B","ENSG00000044012","GUCY2D","ENSG00000132518"
"GZMB","ENSG00000100453","CHRM3","ENSG00000133019"
"GZMB","ENSG00000100453","IGF2R","ENSG00000197081"
"GZMB","ENSG00000100453","PGRMC1","ENSG00000101856"
"HGF","ENSG00000019991","CD44","ENSG00000026508"
"HGF","ENSG00000019991","MET","ENSG00000105976"
"HGF","ENSG00000019991","SDC1","ENSG00000115884"
"HGF","ENSG00000019991","SDC2","ENSG00000169439"
"HGF","ENSG00000019991","ST14","ENSG00000149418"
"HHIPL2","ENSG00000143512","CACHD1","ENSG00000158966"
"HP","ENSG00000257017","ASGR1","ENSG00000141505"
"HP","ENSG00000257017","ASGR2","ENSG00000161944"
"HP","ENSG00000257017","ITGAM","ENSG00000169896"
"HP","ENSG00000257017","ITGB2","ENSG00000160255"
"HRG","ENSG00000113905","FCGR1A","ENSG00000150337"
"HSPG2","ENSG00000142798","CHRM3","ENSG00000133019"
"HSPG2","ENSG00000142798","COL13A1","ENSG00000197467"
"HSPG2","ENSG00000142798","ITGA2","ENSG00000164171"
"HSPG2","ENSG00000142798","ITGB1","ENSG00000150093"
"HSPG2","ENSG00000142798","PTPRS","ENSG00000105426"
"HSPG2","ENSG00000142798","SDC1","ENSG00000115884"
"IAPP","ENSG00000121351","CALCR","ENSG00000004948"
"IAPP","ENSG00000121351","RAMP1","ENSG00000132329"
"IAPP","ENSG00000121351","RAMP2","ENSG00000131477"
"IAPP","ENSG00000121351","RAMP3","ENSG00000122679"
"IBSP","ENSG00000029559","ITGAV","ENSG00000138448"
"ICAM4","ENSG00000105371","ITGA2B","ENSG00000005961"
"ICAM4","ENSG00000105371","ITGA4","ENSG00000115232"
"ICAM4","ENSG00000105371","ITGAL","ENSG00000005844"
"ICAM4","ENSG00000105371","ITGAM","ENSG00000169896"
"ICAM4","ENSG00000105371","ITGAV","ENSG00000138448"
"ICAM4","ENSG00000105371","ITGB1","ENSG00000150093"
"ICAM4","ENSG00000105371","ITGB2","ENSG00000160255"
"ICAM4","ENSG00000105371","ITGB3","ENSG00000259207"
"ICAM4","ENSG00000105371","RHAG","ENSG00000112077"
"IFNA10","ENSG00000186803","IFNAR1","ENSG00000142166"
"IFNA10","ENSG00000186803","IFNAR2","ENSG00000159110"
"IFNA13","ENSG00000233816","IFNAR1","ENSG00000142166"
"IFNA13","ENSG00000233816","IFNAR2","ENSG00000159110"
"IFNA14","ENSG00000228083","IFNAR1","ENSG00000142166"
"IFNA14","ENSG00000228083","IFNAR2","ENSG00000159110"
"IFNA16","ENSG00000147885","IFNAR1","ENSG00000142166"
"IFNA16","ENSG00000147885","IFNAR2","ENSG00000159110"
"IFNA17","ENSG00000234829","IFNAR1","ENSG00000142166"
"IFNA17","ENSG00000234829","IFNAR2","ENSG00000159110"
"IFNA1","ENSG00000197919","IFNAR1","ENSG00000142166"
"IFNA1","ENSG00000197919","IFNAR2","ENSG00000159110"
"IFNA21","ENSG00000137080","IFNAR1","ENSG00000142166"
"IFNA21","ENSG00000137080","IFNAR2","ENSG00000159110"
"IFNA2","ENSG00000188379","IFNAR1","ENSG00000142166"
"IFNA2","ENSG00000188379","IFNAR2","ENSG00000159110"
"IFNA4","ENSG00000236637","IFNAR1","ENSG00000142166"
"IFNA4","ENSG00000236637","IFNAR2","ENSG00000159110"
"IFNA5","ENSG00000147873","IFNAR1","ENSG00000142166"
"IFNA5","ENSG00000147873","IFNAR2","ENSG00000159110"
"IFNA6","ENSG00000120235","IFNAR1","ENSG00000142166"
"IFNA6","ENSG00000120235","IFNAR2","ENSG00000159110"
"IFNA7","ENSG00000214042","IFNAR1","ENSG00000142166"
"IFNA7","ENSG00000214042","IFNAR2","ENSG00000159110"
"IFNA8","ENSG00000120242","IFNAR1","ENSG00000142166"
"IFNA8","ENSG00000120242","IFNAR2","ENSG00000159110"
"IFNB1","ENSG00000171855","IFNAR1","ENSG00000142166"
"IFNB1","ENSG00000171855","IFNAR2","ENSG00000159110"
"IFNG","ENSG00000111537","IFNGR1","ENSG00000027697"
"IFNG","ENSG00000111537","IFNGR2","ENSG00000262795"
"IFNG","ENSG00000111537","IFNGR2","ENSG00000159128"
"IFNL1","ENSG00000182393","IFNLR1","ENSG00000185436"
"IFNL1","ENSG00000182393","IL10RB","ENSG00000243646"
"IFNL2","ENSG00000183709","IFNLR1","ENSG00000185436"
"IFNL2","ENSG00000183709","IL10RB","ENSG00000243646"
"IFNL3","ENSG00000197110","IFNLR1","ENSG00000185436"
"IFNL3","ENSG00000197110","IL10RB","ENSG00000243646"
"IFNW1","ENSG00000177047","IFNAR1","ENSG00000142166"
"IFNW1","ENSG00000177047","IFNAR2","ENSG00000159110"
"IGF1","ENSG00000017427","IGF1R","ENSG00000140443"
"IGF1","ENSG00000017427","INSR","ENSG00000171105"
"IGF2","ENSG00000167244","IGF1R","ENSG00000140443"
"IGF2","ENSG00000167244","IGF2R","ENSG00000197081"
